region,station,rainfall_mm,temperature_c,humidity_pct
Kano,WX039,175,29.4,92
Benue,WX035,96,36.2,60
Niger,WX032,103,31.3,78
Ogun,WX013,190,20.5,55
Ogun,WX025,221,32.8,45
Nasarawa,WX015,99,35.9,91
Enugu,WX034,152,19.8,92
Ogun,WX017,96,34.7,57
Bauchi,WX026,117,21.2,70
Benue,WX020,199,27.6,94
Kaduna,WX038,236,27.5,58
Enugu,WX032,129,24.9,61
Oyo,WX036,42,28.5,76
Bauchi,WX019,232,25.8,80
Plateau,WX039,233,30.8,65
Kaduna,WX014,147,22.7,91
Nasarawa,WX010,251,28.9,78
Oyo,WX014,194,25.6,53
Kaduna,WX024,188,37.6,71
Benue,WX021,70,38.2,85
Bauchi,WX014,246,20.8,58
Oyo,WX016,155,21.7,72
Niger,WX039,175,32.7,65
Ogun,WX002,177,18.0,36
Oyo,WX008,103,29.8,57
Enugu,WX018,237,30.3,37
Ogun,WX034,148,32.0,69
Niger,WX026,160,25.6,82
Niger,WX026,158,24.7,84
Plateau,WX023,69,30.1,48
Enugu,WX007,60,19.8,66
Benue,WX033,91,22.4,39
Ogun,WX032,105,26.4,46
Nasarawa,WX017,155,28.6,39
Bauchi,WX020,191,20.7,70
Enugu,WX024,126,19.9,41
Kano,WX032,190,38.7,32
Bauchi,WX027,245,26.9,63
Nasarawa,WX011,249,19.3,93
Enugu,WX013,131,24.8,62
Bauchi,WX001,155,20.1,43
Benue,WX025,164,23.5,77
Nasarawa,WX039,156,26.6,32
Niger,WX010,158,28.8,61
Kaduna,WX006,95,26.9,39
Benue,WX007,118,21.6,91
Bauchi,WX017,99,30.3,33
Nasarawa,WX010,104,27.2,92
Ogun,WX026,181,29.3,60
Kano,WX038,75,34.2,88
Kano,WX004,115,25.0,43
Benue,WX019,214,24.7,58
Kaduna,WX026,98,25.4,88
Nasarawa,WX024,75,26.4,57
Kaduna,WX030,61,30.8,43
Plateau,WX002,68,31.6,65
Bauchi,WX003,74,37.8,82
Benue,WX019,140,20.0,73
Ogun,WX040,130,24.7,68
Kaduna,WX016,86,29.6,78
Plateau,WX023,165,22.5,52
Niger,WX038,82,26.9,78
Kano,WX033,160,24.4,42
Benue,WX033,124,27.3,52
Bauchi,WX008,156,26.1,84
Plateau,WX010,68,39.0,39
Nasarawa,WX036,239,38.5,44
Kaduna,WX027,259,19.8,54
Niger,WX033,141,35.6,88
Ogun,WX019,95,38.0,40
Ogun,WX027,233,37.2,39
Plateau,WX038,92,24.7,41
Kaduna,WX017,58,37.8,82
Kaduna,WX018,211,36.1,80
Bauchi,WX027,188,32.8,45
Nasarawa,WX012,179,38.8,30
Benue,WX040,181,27.3,63
Niger,WX018,59,31.4,36
Nasarawa,WX017,253,26.1,48
Kaduna,WX026,238,32.5,68
Benue,WX029,136,24.6,47
Ogun,WX017,184,22.7,37
Enugu,WX036,156,21.1,46
Benue,WX032,89,36.7,34
Bauchi,WX013,207,37.7,58
Benue,WX020,40,21.1,68
Enugu,WX039,151,36.0,56
Enugu,WX023,251,32.3,87
Oyo,WX022,75,38.9,60
Ogun,WX007,192,23.0,93
Oyo,WX017,64,34.4,44
Enugu,WX032,170,21.4,54
Enugu,WX012,114,25.3,57
Benue,WX039,192,25.5,41
Oyo,WX005,205,33.7,40
Kaduna,WX010,238,32.3,82
Enugu,WX031,65,29.8,41
Benue,WX010,227,18.4,43
Ogun,WX038,48,18.6,83
Ogun,WX009,104,35.7,31
Plateau,WX018,74,23.3,36
Plateau,WX035,207,28.4,48
Ogun,WX025,75,35.3,70
Bauchi,WX016,44,26.6,32
Bauchi,WX025,157,21.5,47
Oyo,WX027,228,36.5,37
Benue,WX039,83,21.6,86
Enugu,WX014,234,28.5,63
Ogun,WX034,151,18.1,86
Ogun,WX012,255,34.7,86
Ogun,WX035,184,18.5,30
Oyo,WX006,201,38.7,92
Enugu,WX006,237,36.2,44
Niger,WX015,149,19.4,37
Bauchi,WX022,181,24.9,53
Nasarawa,WX018,223,38.5,87
Kaduna,WX007,110,31.4,80
Plateau,WX016,234,37.2,75
Benue,WX019,246,37.1,64
Enugu,WX006,76,33.9,37
Bauchi,WX022,233,28.4,37
Ogun,WX038,248,27.5,80
Ogun,WX021,156,38.1,95
Ogun,WX008,260,23.0,64
Enugu,WX027,173,28.7,58
Plateau,WX027,193,18.4,41
Bauchi,WX020,173,20.0,51
Ogun,WX028,255,36.9,64
Benue,WX009,79,19.2,92
Benue,WX001,171,21.2,95
Plateau,WX029,67,38.9,42
Niger,WX002,188,36.7,37
Nasarawa,WX022,149,27.2,78
Enugu,WX017,118,24.8,48
Enugu,WX003,204,33.1,76
Bauchi,WX028,76,19.2,50
Niger,WX030,43,19.1,78
Ogun,WX009,94,23.8,50
Ogun,WX033,90,18.0,47
Ogun,WX006,160,36.5,87
Enugu,WX006,45,38.2,91
Kano,WX031,201,23.3,71
Benue,WX029,246,28.8,35
Kano,WX006,107,32.5,59
Bauchi,WX014,186,30.4,83
Oyo,WX028,148,32.8,53
Oyo,WX024,181,20.9,88
Ogun,WX017,76,31.1,38
Enugu,WX003,158,31.3,74
Niger,WX013,123,22.5,52
Kaduna,WX026,161,23.3,33
Enugu,WX027,67,32.6,84
Nasarawa,WX018,222,37.3,37
Niger,WX003,189,29.5,48
Kaduna,WX024,238,26.6,84
Enugu,WX021,97,27.9,53
Kaduna,WX028,112,26.5,73
Kano,WX010,243,36.9,81
Kano,WX026,207,35.1,54
Nasarawa,WX019,222,19.6,33
Kaduna,WX027,209,29.3,49
Ogun,WX038,48,38.5,34
Niger,WX011,252,33.6,83
Kano,WX018,123,30.1,77
Ogun,WX003,203,35.9,91
Niger,WX018,248,31.8,68
Kaduna,WX014,259,22.3,60
Benue,WX021,59,23.7,94
Enugu,WX009,56,25.6,78
Kaduna,WX023,192,21.6,85
Benue,WX010,140,22.1,81
Kano,WX012,76,19.9,86
Niger,WX020,260,23.3,85
Enugu,WX013,105,31.8,43
Nasarawa,WX034,224,28.6,45
Ogun,WX036,167,23.1,75
Nasarawa,WX016,225,35.8,57
Kano,WX032,128,28.7,63
Kaduna,WX036,119,19.0,69
Enugu,WX027,157,34.5,89
Nasarawa,WX006,73,31.3,31
Ogun,WX003,127,23.3,69
Nasarawa,WX002,127,36.8,91
Niger,WX026,97,21.1,81
Kaduna,WX019,94,36.6,62
Kano,WX040,93,35.4,37
Nasarawa,WX035,54,38.0,57
Benue,WX032,235,27.9,88
Niger,WX032,136,19.9,36
Kaduna,WX003,213,25.2,74
Plateau,WX015,123,19.6,69
Bauchi,WX007,97,32.8,48
Nasarawa,WX005,184,23.3,56
Niger,WX014,129,37.1,32
Ogun,WX006,164,30.4,75
Kaduna,WX012,166,31.1,61
Plateau,WX009,242,18.1,94
Oyo,WX040,158,30.7,74
Kaduna,WX002,176,28.4,89
Enugu,WX023,157,18.0,77
Nasarawa,WX011,108,32.4,50
Enugu,WX004,76,37.3,33
Nasarawa,WX026,90,36.4,72
Oyo,WX021,143,30.3,91
Niger,WX028,164,23.9,69
Plateau,WX026,205,19.1,73
Niger,WX004,162,35.1,57
Oyo,WX002,124,22.5,70
Oyo,WX016,239,32.4,75
Bauchi,WX007,41,25.7,72
Enugu,WX028,59,37.9,79
Enugu,WX031,214,18.4,76
Niger,WX026,151,25.6,89
Enugu,WX017,102,35.4,42
Bauchi,WX035,147,22.0,55
Kaduna,WX034,243,23.2,79
Ogun,WX024,168,22.6,43
Ogun,WX031,60,34.2,74
Oyo,WX032,155,35.4,62
Bauchi,WX040,248,37.0,53
Bauchi,WX026,209,29.2,59
Kano,WX034,159,31.4,39
Niger,WX036,152,33.0,59
Niger,WX024,75,26.5,92
Bauchi,WX025,97,29.8,89
Plateau,WX008,55,31.3,68
Kaduna,WX038,188,19.7,68
Plateau,WX020,121,33.5,90
Bauchi,WX032,133,32.4,59
Enugu,WX028,108,33.5,44
Plateau,WX006,246,25.8,76
Oyo,WX009,219,29.5,40
Kaduna,WX026,119,33.8,54
Niger,WX025,109,35.3,41
Ogun,WX038,216,38.0,79
Niger,WX005,184,26.9,84
Ogun,WX001,97,28.9,53
Bauchi,WX027,51,38.9,82
Plateau,WX014,240,23.8,33
Kano,WX032,43,24.1,46
Ogun,WX011,61,31.4,60
Nasarawa,WX008,113,18.6,30
Oyo,WX001,151,21.1,48
Kano,WX031,221,31.8,77
Oyo,WX003,79,22.4,85
Kaduna,WX015,255,20.4,30
Nasarawa,WX022,111,28.0,86
Nasarawa,WX010,191,36.8,63
Benue,WX027,113,34.3,59
Kaduna,WX040,72,33.8,56
Plateau,WX009,226,29.5,64
Enugu,WX013,208,33.2,54
Kano,WX023,120,23.6,91
Nasarawa,WX027,239,21.7,48
Kano,WX017,236,23.5,58
Benue,WX011,243,19.8,85
Oyo,WX010,169,19.2,53
Oyo,WX026,64,35.7,33
Niger,WX004,40,25.8,60
Oyo,WX003,139,28.4,74
Plateau,WX001,196,37.0,45
Enugu,WX030,182,32.4,70
Nasarawa,WX037,181,24.8,42
Ogun,WX012,46,26.9,51
Enugu,WX037,231,19.1,67
Plateau,WX037,207,25.8,81
Ogun,WX010,122,37.9,92
Kaduna,WX016,182,34.4,77
Bauchi,WX028,61,25.3,91
Oyo,WX010,93,24.3,94
Kano,WX006,252,29.2,36
Ogun,WX029,104,31.2,45
Benue,WX002,241,38.8,30
Benue,WX030,118,26.5,76
Ogun,WX040,114,27.4,67
Bauchi,WX023,94,23.3,48
Kano,WX027,129,32.3,87
Kano,WX008,252,20.1,86
Benue,WX029,246,22.6,82
Enugu,WX001,164,33.1,49
Oyo,WX033,246,37.2,82
Enugu,WX036,178,29.0,81
Kano,WX021,192,37.3,58
Ogun,WX033,247,37.6,77
Nasarawa,WX006,257,19.2,94
Enugu,WX035,68,22.8,83
Kano,WX025,105,24.5,62
Kaduna,WX017,205,28.4,34
Ogun,WX015,53,28.6,50
Ogun,WX014,100,36.5,77
Nasarawa,WX010,214,21.5,90
Enugu,WX015,96,25.0,55
Benue,WX012,77,28.1,37
Ogun,WX017,135,19.3,41
Oyo,WX011,219,20.7,85
Niger,WX005,146,20.0,39
Niger,WX016,172,29.8,62
Plateau,WX018,110,35.7,37
Bauchi,WX030,172,22.5,36
Bauchi,WX033,168,33.5,70
Bauchi,WX021,220,26.9,40
Oyo,WX028,93,26.6,76
Ogun,WX040,103,26.4,73
Bauchi,WX023,101,36.4,79
Ogun,WX005,218,25.7,79
Enugu,WX039,93,18.2,52
Kano,WX004,84,24.7,90
Nasarawa,WX035,67,38.9,40
Nasarawa,WX040,178,21.7,44
Ogun,WX019,147,22.5,41
Oyo,WX038,132,28.2,95
Kaduna,WX029,129,21.8,34
Oyo,WX037,218,24.2,83
Benue,WX010,188,29.4,50
Bauchi,WX015,165,26.8,50
Benue,WX028,168,37.2,51
Plateau,WX007,196,33.4,73
Bauchi,WX028,239,37.6,89
Benue,WX038,251,31.0,89
Bauchi,WX015,241,23.8,87
Bauchi,WX034,68,23.9,94
Nasarawa,WX033,133,33.4,64
Nasarawa,WX031,60,36.3,54
Ogun,WX027,198,33.8,70
Kaduna,WX003,80,34.1,63
Oyo,WX019,181,30.7,86
Bauchi,WX039,122,27.9,72
Nasarawa,WX007,255,23.9,55
Oyo,WX023,185,21.9,34
Enugu,WX024,152,21.4,65
Plateau,WX009,130,20.2,51
Nasarawa,WX013,103,18.8,52
Enugu,WX035,45,25.5,64
Plateau,WX031,131,38.3,80
Benue,WX020,182,36.8,91
Kaduna,WX019,258,22.8,54
Niger,WX021,229,18.2,58
Enugu,WX027,162,37.2,68
Oyo,WX020,112,34.0,91
Ogun,WX035,135,24.7,94
Bauchi,WX003,56,35.8,47
Plateau,WX029,181,30.8,40
Ogun,WX031,248,29.7,38
Bauchi,WX034,231,30.9,40
Nasarawa,WX040,144,32.3,62
Ogun,WX014,57,37.1,78
Oyo,WX034,49,36.2,80
Kano,WX011,59,18.9,55
Ogun,WX021,231,28.3,39
Nasarawa,WX001,40,38.3,64
Nasarawa,WX036,40,30.7,48
Kano,WX015,111,33.1,61
Kaduna,WX019,247,28.7,86
Bauchi,WX026,171,19.9,62
Plateau,WX016,192,34.7,94
Kaduna,WX028,235,20.1,69
Nasarawa,WX035,162,21.9,55
Benue,WX011,200,20.1,64
Nasarawa,WX025,45,30.1,91
Nasarawa,WX010,205,21.5,81
Benue,WX002,129,27.8,88
Nasarawa,WX017,143,38.4,40
Kano,WX003,192,35.9,72
Enugu,WX038,90,35.1,55
Kaduna,WX018,233,28.5,63
Plateau,WX027,77,29.1,32
Benue,WX031,83,24.0,68
Kano,WX016,84,38.7,73
Kaduna,WX040,59,27.9,83
Kano,WX030,149,38.7,81
Enugu,WX036,95,27.2,66
Bauchi,WX002,188,32.4,78
Benue,WX036,141,35.0,53
Enugu,WX029,146,26.0,80
Oyo,WX025,186,22.1,67
Kano,WX024,67,19.4,75
Niger,WX003,153,38.1,71
Niger,WX038,157,34.1,90
Kaduna,WX003,198,19.8,73
Oyo,WX039,142,30.9,48
Oyo,WX030,162,32.7,88
Bauchi,WX040,187,21.9,58
Kano,WX034,191,32.4,47
Plateau,WX002,228,22.7,85
Niger,WX033,120,28.6,86
Kaduna,WX032,112,20.0,30
Enugu,WX008,71,28.1,31
Bauchi,WX018,41,31.2,70
Nasarawa,WX039,221,20.3,37
Kaduna,WX022,65,33.6,39
Nasarawa,WX026,134,19.3,51
Bauchi,WX018,129,37.0,74
Plateau,WX031,123,36.9,41
Oyo,WX020,47,25.4,51
Benue,WX006,93,23.1,76
Oyo,WX032,248,20.4,30
Oyo,WX018,166,35.1,72
Kaduna,WX003,105,30.9,39
Benue,WX025,133,24.2,36
Plateau,WX005,219,37.2,90
Oyo,WX033,255,23.8,51
Nasarawa,WX026,92,33.0,59
Kaduna,WX037,96,26.1,30
Benue,WX037,65,36.2,53
Bauchi,WX025,99,34.4,61
Plateau,WX040,108,18.4,41
Bauchi,WX002,112,23.1,82
Ogun,WX011,129,34.8,56
Niger,WX036,73,21.3,48
Niger,WX035,215,31.7,34
Bauchi,WX018,230,37.8,45
Oyo,WX003,138,25.8,65
Ogun,WX037,43,31.2,76
Nasarawa,WX031,152,21.8,78
Enugu,WX003,166,20.9,85
Bauchi,WX037,145,28.7,78
Plateau,WX033,153,20.1,73
Niger,WX024,136,29.1,41
Bauchi,WX032,134,30.7,86
Nasarawa,WX015,77,23.9,55
Ogun,WX028,228,38.4,80
Enugu,WX023,107,22.8,43
Nasarawa,WX003,260,35.4,56
Oyo,WX034,92,31.8,94
Kano,WX022,195,29.5,95
Plateau,WX030,198,33.0,77
Ogun,WX039,208,21.5,75
Niger,WX004,226,38.0,76
Enugu,WX020,68,20.6,87
Enugu,WX040,53,27.3,95
Niger,WX040,46,32.7,87
Plateau,WX012,114,30.8,90
Plateau,WX017,174,29.1,57
Nasarawa,WX014,161,36.0,39
Plateau,WX037,135,35.5,34
Kano,WX003,175,24.9,93
Bauchi,WX010,86,36.3,68
Kaduna,WX036,170,18.9,95
Nasarawa,WX016,44,26.8,62
Ogun,WX019,59,22.6,50
Kaduna,WX020,63,20.9,33
Niger,WX025,72,30.3,88
Enugu,WX023,98,33.3,44
Bauchi,WX030,174,30.1,70
Bauchi,WX014,108,26.7,35
Bauchi,WX035,256,20.1,76
Bauchi,WX034,114,26.1,76
Kaduna,WX040,76,31.7,71
Oyo,WX030,258,23.0,50
Plateau,WX018,250,24.6,36
Bauchi,WX028,51,25.6,38
Plateau,WX040,144,28.8,75
Ogun,WX016,161,18.8,62
Enugu,WX017,136,18.5,65
Niger,WX015,195,36.4,91
Ogun,WX015,85,19.1,35
Ogun,WX017,210,21.3,33
Kaduna,WX001,124,37.2,88
Enugu,WX026,97,28.1,75
Plateau,WX008,65,21.1,51
Niger,WX031,146,31.4,61
Plateau,WX006,239,21.4,71
Kaduna,WX029,195,20.1,42
Benue,WX012,127,25.4,66
Ogun,WX003,98,29.8,66
Oyo,WX010,103,18.1,50
Kaduna,WX035,86,31.6,49
Bauchi,WX025,71,21.9,66
Kaduna,WX010,62,35.6,85
Bauchi,WX009,66,34.9,80
Oyo,WX027,178,30.2,46
Enugu,WX036,200,36.7,50
Nasarawa,WX005,167,34.8,64
Nasarawa,WX027,119,26.5,83
Kaduna,WX004,237,31.1,53
Ogun,WX012,168,36.1,85
Benue,WX030,89,19.5,51
Benue,WX035,216,35.5,81
Kano,WX007,239,20.2,81
Enugu,WX009,124,29.0,77
Bauchi,WX003,48,21.1,78
Kaduna,WX019,191,35.9,31
Benue,WX020,42,27.3,44
Kano,WX012,63,20.0,63
Kaduna,WX037,95,36.8,74
Nasarawa,WX002,214,19.3,53
Bauchi,WX007,147,38.2,74
Kano,WX021,124,38.9,65
Niger,WX015,218,28.4,47
Benue,WX012,150,32.4,80
Kano,WX040,227,19.2,87
Benue,WX007,150,35.5,65
Oyo,WX008,252,21.7,31
Kaduna,WX018,96,34.7,81
Nasarawa,WX036,72,32.1,31
Niger,WX016,240,19.9,41
Oyo,WX015,81,39.0,49
Bauchi,WX014,242,30.2,55
Kano,WX018,179,18.5,37
Oyo,WX036,251,35.8,43
Kaduna,WX034,102,37.1,88
Kano,WX027,217,29.6,43
Oyo,WX029,225,36.1,37
Bauchi,WX007,44,24.6,44
Benue,WX026,180,33.3,41
Benue,WX033,60,36.8,55
Kano,WX040,258,28.7,93
Niger,WX040,123,26.3,92
Nasarawa,WX022,185,38.8,50
Benue,WX011,220,30.4,67
Plateau,WX028,213,32.1,57
Benue,WX025,70,19.2,45
Enugu,WX017,162,29.2,89
Oyo,WX016,65,18.3,56
Nasarawa,WX019,127,19.0,77
Enugu,WX005,147,33.7,70
Bauchi,WX007,146,20.9,76
Enugu,WX023,140,36.1,32
Oyo,WX007,231,35.3,40
Niger,WX033,102,29.8,73
Enugu,WX021,84,23.4,65
Nasarawa,WX011,76,38.3,54
Ogun,WX003,211,36.5,73
Benue,WX011,66,38.7,66
Bauchi,WX008,76,33.5,38
Nasarawa,WX032,72,38.2,48
Enugu,WX021,44,26.9,63
Nasarawa,WX012,146,37.1,84
Plateau,WX029,186,35.4,36
Kano,WX003,44,20.4,59
Oyo,WX001,108,22.5,44
Benue,WX023,145,37.2,66
Nasarawa,WX023,91,36.2,57
Kaduna,WX014,244,21.7,73
Benue,WX018,103,26.8,60
Kaduna,WX008,142,30.6,64
Kano,WX003,207,33.6,53
Kaduna,WX017,82,34.6,69
Ogun,WX004,172,20.8,75
Kano,WX011,176,31.6,32
Niger,WX025,62,24.0,70
Bauchi,WX012,100,33.1,36
Nasarawa,WX027,159,19.1,73
Kano,WX008,179,30.7,42
Benue,WX013,201,21.8,91
Benue,WX028,224,31.8,39
Kano,WX022,255,29.1,72
Niger,WX009,45,18.8,87
Kano,WX039,230,37.6,61
Kaduna,WX036,106,32.0,33
Niger,WX035,231,32.7,57
Bauchi,WX011,147,18.2,65
Bauchi,WX007,44,38.5,54
Nasarawa,WX028,83,26.7,78
Niger,WX002,158,27.2,85
Bauchi,WX008,185,31.0,64
Kano,WX009,245,25.4,39
Enugu,WX031,196,35.9,48
Niger,WX016,144,18.7,89
Kaduna,WX029,251,21.7,65
Bauchi,WX004,102,24.1,35
Ogun,WX003,171,23.5,69
Kaduna,WX038,124,22.9,85
Ogun,WX040,208,23.8,51
Benue,WX023,96,37.1,92
Plateau,WX033,62,23.2,82
Kaduna,WX019,182,20.9,72
Kano,WX009,227,36.7,41
Enugu,WX022,49,37.7,56
Oyo,WX027,189,23.2,57
Ogun,WX020,158,18.3,38
Kano,WX022,40,35.1,74
Ogun,WX011,233,31.7,91
Plateau,WX019,80,19.4,69
Kano,WX006,135,35.4,58
Kano,WX039,149,22.9,32
Enugu,WX020,255,37.7,40
Kano,WX006,244,26.0,47
Oyo,WX025,233,32.4,88
Oyo,WX033,171,26.3,59
Kaduna,WX026,108,29.5,34
Enugu,WX030,216,32.0,43
Benue,WX022,160,18.8,72
Bauchi,WX037,63,28.7,68
Oyo,WX010,105,33.3,74
Oyo,WX004,239,25.7,51
Enugu,WX005,257,34.6,70
Nasarawa,WX021,207,27.6,92
Nasarawa,WX028,125,20.7,81
Oyo,WX010,117,30.0,75
Oyo,WX008,209,28.2,34
Benue,WX034,85,34.1,81
Kano,WX010,248,34.5,63
Enugu,WX039,190,30.2,48
Niger,WX002,77,36.0,88
Nasarawa,WX029,231,22.9,93
Oyo,WX033,158,32.7,90
Plateau,WX004,71,34.9,67
Niger,WX039,129,19.9,75
Kano,WX015,151,29.9,44
Nasarawa,WX006,137,34.2,56
Plateau,WX029,78,33.8,54
Niger,WX034,182,19.8,83
Plateau,WX019,239,27.4,53
Kaduna,WX023,254,23.5,36
Bauchi,WX004,127,31.7,58
Nasarawa,WX006,182,18.0,40
Oyo,WX023,187,21.2,60
Nasarawa,WX011,143,20.0,67
Nasarawa,WX034,103,35.7,58
Niger,WX030,227,22.0,42
Niger,WX002,256,22.1,31
Kano,WX003,227,31.1,88
Oyo,WX025,258,25.6,57
Kaduna,WX019,177,28.3,95
Enugu,WX013,83,27.4,57
Bauchi,WX021,256,20.4,76
Ogun,WX011,255,19.6,94
Kaduna,WX007,142,18.1,60
Bauchi,WX020,189,21.2,52
Niger,WX017,125,19.6,89
Ogun,WX011,146,36.6,43
Kaduna,WX002,183,32.0,31
Bauchi,WX005,192,30.8,66
Oyo,WX024,239,36.3,54
Niger,WX009,124,30.2,78
Nasarawa,WX020,248,33.2,30
Benue,WX009,207,35.0,52
Niger,WX028,231,27.0,31
Benue,WX028,98,18.5,45
Enugu,WX006,141,38.4,65
Niger,WX018,155,18.8,88
Enugu,WX001,63,27.2,48
Plateau,WX011,152,26.8,38
Enugu,WX027,249,21.3,94
Oyo,WX017,222,33.0,75
Nasarawa,WX006,179,29.6,88
Bauchi,WX011,100,26.6,70
Ogun,WX009,128,34.5,73
Benue,WX004,178,21.6,43
Plateau,WX025,122,19.4,73
Plateau,WX015,258,20.8,37
Bauchi,WX034,59,32.9,57
Plateau,WX007,188,19.6,60
Nasarawa,WX005,228,30.8,61
Nasarawa,WX024,204,27.8,68
Ogun,WX013,93,31.8,36
Kano,WX040,168,35.3,56
Niger,WX026,236,30.9,58
Kano,WX001,47,18.8,74
Oyo,WX040,57,27.4,68
Ogun,WX031,136,37.1,65
Nasarawa,WX022,192,26.2,34
Plateau,WX003,170,25.5,75
Enugu,WX011,75,28.0,68
Ogun,WX036,140,26.7,68
Niger,WX004,89,35.2,83
Nasarawa,WX016,46,36.0,36
Kano,WX039,185,28.2,77
Bauchi,WX004,135,21.2,49
Nasarawa,WX026,84,34.8,60
Kano,WX027,82,24.2,69
Kaduna,WX025,122,36.3,39
Kano,WX018,94,30.9,89
Plateau,WX025,101,29.1,35
Bauchi,WX001,246,30.4,37
Nasarawa,WX040,56,38.5,82
Enugu,WX018,260,33.7,53
Niger,WX035,172,38.0,71
Enugu,WX034,183,36.8,53
Benue,WX002,111,35.1,66
Nasarawa,WX009,138,22.3,31
Bauchi,WX004,200,37.1,58
Nasarawa,WX001,189,21.9,84
Niger,WX034,186,22.9,39
Enugu,WX007,216,26.2,42
Oyo,WX010,227,26.9,83
Enugu,WX026,94,35.1,40
Bauchi,WX037,62,24.9,52
Ogun,WX023,96,23.1,94
Oyo,WX013,50,31.7,76
Oyo,WX012,178,25.9,45
Kano,WX033,151,24.3,43
Benue,WX028,127,34.7,52
Nasarawa,WX038,113,18.9,70
Nasarawa,WX031,74,19.1,39
Benue,WX039,73,37.8,72
Nasarawa,WX007,251,36.2,47
Kano,WX012,145,26.0,93
Enugu,WX026,116,36.7,57
Plateau,WX014,175,25.4,47
Ogun,WX014,213,36.6,89
Bauchi,WX038,179,26.9,32
Kaduna,WX009,236,19.8,65
Oyo,WX028,111,28.2,54
Niger,WX014,49,21.0,34
Kaduna,WX031,249,32.6,45
Nasarawa,WX022,225,33.5,62
Kaduna,WX033,176,32.9,64
Kano,WX016,146,24.1,64
Benue,WX011,150,20.1,87
Kano,WX034,74,24.3,47
Bauchi,WX015,48,18.9,94
Ogun,WX001,93,33.7,59
Nasarawa,WX013,216,20.9,68
Ogun,WX028,257,28.8,48
Kano,WX020,82,29.5,32
Oyo,WX013,242,20.1,74
Nasarawa,WX028,77,18.8,82
Oyo,WX020,73,22.8,90
Plateau,WX025,135,31.8,85
Nasarawa,WX036,172,18.4,45
Niger,WX007,177,25.8,53
Ogun,WX023,167,24.6,32
Kaduna,WX015,236,34.0,53
Nasarawa,WX032,117,37.0,59
Enugu,WX040,203,27.2,82
Ogun,WX037,156,34.6,30
Ogun,WX003,86,39.0,90
Niger,WX010,151,36.7,89
Oyo,WX002,56,19.3,40
Bauchi,WX035,109,37.2,93
Benue,WX017,192,21.2,54
Plateau,WX006,144,33.1,74
Plateau,WX020,241,38.3,30
Nasarawa,WX032,204,36.8,90
Kano,WX037,58,34.2,34
Ogun,WX001,232,22.0,88
Ogun,WX005,211,20.0,89
Ogun,WX002,96,28.6,60
Bauchi,WX014,64,29.0,61
Ogun,WX037,234,38.6,70
Kano,WX006,224,27.6,33
Oyo,WX010,192,26.7,42
Oyo,WX027,122,25.3,33
Bauchi,WX010,158,30.6,63
Kaduna,WX001,119,28.4,76
Plateau,WX039,191,25.7,40
Benue,WX011,198,30.9,72
Kano,WX004,51,37.9,57
Enugu,WX036,75,26.6,50
Kaduna,WX019,58,30.2,94
Benue,WX018,168,30.8,76
Niger,WX020,49,27.7,80
Kaduna,WX010,64,33.3,73
Plateau,WX031,171,19.7,86
Niger,WX001,65,32.0,70
Plateau,WX036,69,37.6,30
Plateau,WX034,208,37.9,30
Oyo,WX018,247,29.0,87
Bauchi,WX040,52,21.7,83
Niger,WX015,134,26.6,61
Benue,WX022,187,21.2,37
Plateau,WX019,141,25.3,58
Oyo,WX024,144,20.9,30
Bauchi,WX010,237,28.4,41
Ogun,WX013,205,19.6,75
Ogun,WX021,236,29.4,88
Bauchi,WX039,64,31.0,78
Bauchi,WX026,257,30.2,65
Bauchi,WX019,251,25.0,33
Enugu,WX034,53,36.0,70
Plateau,WX002,100,26.1,32
Plateau,WX005,210,32.4,69
Kano,WX011,107,26.4,52
Ogun,WX006,143,33.3,88
Nasarawa,WX039,182,35.0,68
Niger,WX013,150,34.3,64
Benue,WX033,119,23.3,80
Oyo,WX038,77,30.1,84
Bauchi,WX005,105,18.2,86
Benue,WX016,154,28.8,36
Benue,WX016,184,36.2,82
Bauchi,WX018,244,33.8,71
Plateau,WX035,161,35.1,90
Kaduna,WX011,176,29.9,42
Bauchi,WX025,100,27.3,32
Oyo,WX039,241,35.2,45
Niger,WX028,182,20.7,48
Nasarawa,WX037,234,20.6,79
Nasarawa,WX011,77,34.4,32
Plateau,WX029,128,21.9,66
Oyo,WX022,56,22.7,47
Kaduna,WX001,169,34.6,76
Bauchi,WX020,176,28.7,35
Niger,WX030,89,25.5,93
Nasarawa,WX015,219,34.2,86
Benue,WX031,169,19.4,69
Enugu,WX014,40,18.4,31
Plateau,WX039,199,32.9,87
Bauchi,WX026,260,33.6,86
Kaduna,WX002,217,22.0,63
Bauchi,WX015,56,24.1,63
Bauchi,WX038,146,26.9,53
Plateau,WX006,211,21.1,88
Niger,WX007,127,33.4,59
Kano,WX006,156,29.8,56
Bauchi,WX006,179,35.9,90
Ogun,WX036,44,22.3,95
Kano,WX024,136,22.5,91
Enugu,WX012,243,33.8,65
Niger,WX017,84,26.0,88
Bauchi,WX018,64,18.5,84
Kaduna,WX018,222,29.0,92
Oyo,WX016,227,21.7,48
Kano,WX021,82,24.6,79
Plateau,WX008,215,23.6,42
Plateau,WX029,56,18.7,83
Benue,WX019,69,34.9,93
Enugu,WX009,226,26.4,38
Ogun,WX033,80,30.6,51
Kaduna,WX011,211,33.6,54
Benue,WX016,42,18.2,82
